county,precinct,office,district,party,candidate,mail,provisional,votes
Monmouth,Colts Neck Township,U.S. Senate,,,Daniel Burke,9,1,10
Monmouth,Deal Borough,U.S. Senate,,,Daniel Burke,0,0,0
Monmouth,Eatontown Borough,U.S. Senate,,,Daniel Burke,17,1,18
Monmouth,Englishtown Borough,U.S. Senate,,,Daniel Burke,4,0,4
Monmouth,Fair Haven Borough,U.S. Senate,,,Daniel Burke,6,1,7
Monmouth,Farmingdale Borough,U.S. Senate,,,Daniel Burke,4,0,4
Monmouth,Freehold Borough,U.S. Senate,,,Daniel Burke,11,0,11
Monmouth,Freehold Township,U.S. Senate,,,Daniel Burke,57,4,61
Monmouth,Hazlet Township,U.S. Senate,,,Daniel Burke,27,1,28
Monmouth,Highlands Borough,U.S. Senate,,,Daniel Burke,6,2,8
Monmouth,Holmdel Township,U.S. Senate,,,Daniel Burke,23,1,24
Monmouth,Howell Township,U.S. Senate,,,Daniel Burke,91,3,94
Monmouth,Interlaken Borough,U.S. Senate,,,Daniel Burke,0,0,0
Monmouth,Keansburg Borough,U.S. Senate,,,Daniel Burke,25,2,27
Monmouth,Keyport Borough,U.S. Senate,,,Daniel Burke,5,1,6
Monmouth,Lake Como Borough,U.S. Senate,,,Daniel Burke,1,0,1
Monmouth,Little Silver Borough,U.S. Senate,,,Daniel Burke,4,0,4
Monmouth,Loch Arbour Village,U.S. Senate,,,Daniel Burke,0,0,0
Monmouth,Long Branch City,U.S. Senate,,,Daniel Burke,25,3,28
Monmouth,Manalapan Township,U.S. Senate,,,Daniel Burke,46,4,50
Monmouth,Manasquan Borough,U.S. Senate,,,Daniel Burke,8,0,8
Monmouth,Marlboro Township,U.S. Senate,,,Daniel Burke,40,3,43
Monmouth,Matawan Borough,U.S. Senate,,,Daniel Burke,9,4,13
Monmouth,Middletown Township Cong 4,U.S. Senate,,,Daniel Burke,53,0,53
Monmouth,Middletown Township Cong 6,U.S. Senate,,,Daniel Burke,65,4,69
Monmouth,Millstone Township,U.S. Senate,,,Daniel Burke,11,0,11
Monmouth,Monmouth Beach Borough,U.S. Senate,,,Daniel Burke,7,0,7
Monmouth,Neptune City Borough,U.S. Senate,,,Daniel Burke,4,0,4
Monmouth,Neptune Township,U.S. Senate,,,Daniel Burke,19,2,21
Monmouth,Ocean Township,U.S. Senate,,,Daniel Burke,34,3,37
Monmouth,Oceanport Borough,U.S. Senate,,,Daniel Burke,8,0,8
Monmouth,Red Bank Borough,U.S. Senate,,,Daniel Burke,9,2,11
Monmouth,Roosevelt Borough,U.S. Senate,,,Daniel Burke,3,0,3
Monmouth,Rumson Borough,U.S. Senate,,,Daniel Burke,4,0,4
Monmouth,Sea Bright Borough,U.S. Senate,,,Daniel Burke,3,0,3
Monmouth,Sea Girt Borough,U.S. Senate,,,Daniel Burke,1,0,1
Monmouth,Shrewsbury Borough,U.S. Senate,,,Daniel Burke,2,0,2
Monmouth,Shrewsbury Township,U.S. Senate,,,Daniel Burke,0,0,0
Monmouth,Spring Lake Borough,U.S. Senate,,,Daniel Burke,5,0,5
Monmouth,Spring Lake Heights Borough,U.S. Senate,,,Daniel Burke,5,1,6
Monmouth,Tinton Falls Borough,U.S. Senate,,,Daniel Burke,30,0,30
Monmouth,Union Beach Borough,U.S. Senate,,,Daniel Burke,8,0,8
Monmouth,Upper Freehold Township,U.S. Senate,,,Daniel Burke,7,0,7
Monmouth,Wall Township,U.S. Senate,,,Daniel Burke,49,4,53
Monmouth,West Long Branch Borough,U.S. Senate,,,Daniel Burke,6,0,6
Monmouth,Aberdeen Township,U.S. Senate,,,Veronica Fernandez,49,4,53
Monmouth,Allenhurst Borough,U.S. Senate,,,Veronica Fernandez,1,0,1
Monmouth,Allentown Borough,U.S. Senate,,,Veronica Fernandez,9,0,9
Monmouth,Asbury Park City,U.S. Senate,,,Veronica Fernandez,24,8,32
Monmouth,Atlantic Highlands Borough,U.S. Senate,,,Veronica Fernandez,7,0,7
Monmouth,Avon Borough,U.S. Senate,,,Veronica Fernandez,2,0,2
Monmouth,Belmar Borough,U.S. Senate,,,Veronica Fernandez,15,0,15
Monmouth,Bradley Beach Borough,U.S. Senate,,,Veronica Fernandez,21,0,21
Monmouth,Brielle Borough,U.S. Senate,,,Veronica Fernandez,13,0,13
Monmouth,Colts Neck Township,U.S. Senate,,,Veronica Fernandez,17,0,17
Monmouth,Deal Borough,U.S. Senate,,,Veronica Fernandez,0,0,0
Monmouth,Eatontown Borough,U.S. Senate,,,Veronica Fernandez,26,2,28
Monmouth,Englishtown Borough,U.S. Senate,,,Veronica Fernandez,6,0,6
Monmouth,Fair Haven Borough,U.S. Senate,,,Veronica Fernandez,7,0,7
Monmouth,Farmingdale Borough,U.S. Senate,,,Veronica Fernandez,4,1,5
Monmouth,Freehold Borough,U.S. Senate,,,Veronica Fernandez,46,6,52
Monmouth,Freehold Township,U.S. Senate,,,Veronica Fernandez,83,2,85
Monmouth,Hazlet Township,U.S. Senate,,,Veronica Fernandez,48,0,48
Monmouth,Highlands Borough,U.S. Senate,,,Veronica Fernandez,19,0,19
Monmouth,Holmdel Township,U.S. Senate,,,Veronica Fernandez,29,2,31
Monmouth,Howell Township,U.S. Senate,,,Veronica Fernandez,175,6,181
Monmouth,Interlaken Borough,U.S. Senate,,,Veronica Fernandez,0,0,0
Monmouth,Keansburg Borough,U.S. Senate,,,Veronica Fernandez,23,4,27
Monmouth,Keyport Borough,U.S. Senate,,,Veronica Fernandez,17,5,22
Monmouth,Lake Como Borough,U.S. Senate,,,Veronica Fernandez,4,0,4
Monmouth,Little Silver Borough,U.S. Senate,,,Veronica Fernandez,12,0,12
Monmouth,Loch Arbour Village,U.S. Senate,,,Veronica Fernandez,0,0,0
Monmouth,Long Branch City,U.S. Senate,,,Veronica Fernandez,113,15,128
Monmouth,Manalapan Township,U.S. Senate,,,Veronica Fernandez,95,6,101
Monmouth,Manasquan Borough,U.S. Senate,,,Veronica Fernandez,16,1,17
Monmouth,Marlboro Township,U.S. Senate,,,Veronica Fernandez,79,2,81
Monmouth,Matawan Borough,U.S. Senate,,,Veronica Fernandez,24,5,29
Monmouth,Middletown Township Cong 4,U.S. Senate,,,Veronica Fernandez,71,5,76
Monmouth,Middletown Township Cong 6,U.S. Senate,,,Veronica Fernandez,115,4,119
Monmouth,Millstone Township,U.S. Senate,,,Veronica Fernandez,33,1,34
Monmouth,Monmouth Beach Borough,U.S. Senate,,,Veronica Fernandez,6,0,6
Monmouth,Neptune City Borough,U.S. Senate,,,Veronica Fernandez,10,0,10
Monmouth,Neptune Township,U.S. Senate,,,Veronica Fernandez,89,10,99
Monmouth,Ocean Township,U.S. Senate,,,Veronica Fernandez,55,6,61
Monmouth,Oceanport Borough,U.S. Senate,,,Veronica Fernandez,6,1,7
Monmouth,Red Bank Borough,U.S. Senate,,,Veronica Fernandez,25,3,28
Monmouth,Roosevelt Borough,U.S. Senate,,,Veronica Fernandez,3,0,3
Monmouth,Rumson Borough,U.S. Senate,,,Veronica Fernandez,8,0,8
Monmouth,Sea Bright Borough,U.S. Senate,,,Veronica Fernandez,2,0,2
Monmouth,Sea Girt Borough,U.S. Senate,,,Veronica Fernandez,4,0,4
Monmouth,Shrewsbury Borough,U.S. Senate,,,Veronica Fernandez,4,0,4
Monmouth,Shrewsbury Township,U.S. Senate,,,Veronica Fernandez,1,2,3
Monmouth,Spring Lake Borough,U.S. Senate,,,Veronica Fernandez,4,0,4
Monmouth,Spring Lake Heights Borough,U.S. Senate,,,Veronica Fernandez,7,0,7
Monmouth,Tinton Falls Borough,U.S. Senate,,,Veronica Fernandez,57,2,59
Monmouth,Union Beach Borough,U.S. Senate,,,Veronica Fernandez,14,1,15
Monmouth,Upper Freehold Township,U.S. Senate,,,Veronica Fernandez,18,1,19
Monmouth,Wall Township,U.S. Senate,,,Veronica Fernandez,55,1,56
Monmouth,West Long Branch Borough,U.S. Senate,,,Veronica Fernandez,8,0,8
Monmouth,Aberdeen Township,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Allenhurst Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Allentown Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Asbury Park City,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Atlantic Highlands Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Avon Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Belmar Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Bradley Beach Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Brielle Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Colts Neck Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Deal Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Eatontown Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Englishtown Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Fair Haven Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Farmingdale Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Freehold Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Freehold Township,U.S. Senate,,,Write-ins,3,0,3
Monmouth,Hazlet Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Highlands Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Holmdel Township,U.S. Senate,,,Write-ins,5,0,5
Monmouth,Howell Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Interlaken Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Keansburg Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Keyport Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Lake Como Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Little Silver Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Loch Arbour Village,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Long Branch City,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Manalapan Township,U.S. Senate,,,Write-ins,3,0,3
Monmouth,Manasquan Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Marlboro Township,U.S. Senate,,,Write-ins,5,0,5
Monmouth,Matawan Borough,U.S. Senate,,,Write-ins,3,0,3
Monmouth,Middletown Township Cong 4,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Middletown Township Cong 6,U.S. Senate,,,Write-ins,3,0,3
Monmouth,Millstone Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Monmouth Beach Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Neptune City Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Neptune Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Ocean Township,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Oceanport Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Red Bank Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Roosevelt Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Rumson Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Sea Bright Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Sea Girt Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Shrewsbury Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Shrewsbury Township,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Spring Lake Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Spring Lake Heights Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Tinton Falls Borough,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Union Beach Borough,U.S. Senate,,,Write-ins,1,0,1
Monmouth,Upper Freehold Township,U.S. Senate,,,Write-ins,0,0,0
Monmouth,Wall Township,U.S. Senate,,,Write-ins,0,0,0
Monmouth,West Long Branch Borough,U.S. Senate,,,Write-ins,2,0,2
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,REP,Rik Mehta,,,79
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,REP,Rik Mehta,,,44
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,DEM,Cory Booker,,,469
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,DEM,Cory Booker,,,236
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,GRE,Madelyn R. Hoffman,,,10
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,GRE,Madelyn R. Hoffman,,,6
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,,Daniel Burke,,,2
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,,Daniel Burke,,,1
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,,Veronica Fernandez,,,3
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,,Veronica Fernandez,,,2
Monmouth,Federal Overseas - 4th Congressional District,U.S. Senate,,,Write-ins,,,0
Monmouth,Federal Overseas - 6th Congressional District,U.S. Senate,,,Write-ins,,,0
Monmouth,Allentown Borough,U.S. House,4,REP,Christopher H. Smith,565,18,583
Monmouth,Avon Borough,U.S. House,4,REP,Christopher H. Smith,806,21,827
Monmouth,Belmar Borough,U.S. House,4,REP,Christopher H. Smith,1849,57,1906
Monmouth,Bradley Beach Borough,U.S. House,4,REP,Christopher H. Smith,987,42,1029
Monmouth,Brielle Borough,U.S. House,4,REP,Christopher H. Smith,2340,38,2378
Monmouth,Colts Neck Township,U.S. House,4,REP,Christopher H. Smith,4680,94,4774
Monmouth,Eatontown Borough,U.S. House,4,REP,Christopher H. Smith,3168,85,3253
Monmouth,Englishtown Borough,U.S. House,4,REP,Christopher H. Smith,641,22,663
Monmouth,Fair Haven Borough,U.S. House,4,REP,Christopher H. Smith,1922,60,1982
Monmouth,Farmingdale Borough,U.S. House,4,REP,Christopher H. Smith,505,19,524
Monmouth,Freehold Borough,U.S. House,4,REP,Christopher H. Smith,1708,27,1735
Monmouth,Freehold Township,U.S. House,4,REP,Christopher H. Smith,12330,213,12543
Monmouth,Holmdel Township,U.S. House,4,REP,Christopher H. Smith,6174,142,6316
Monmouth,Howell Township,U.S. House,4,REP,Christopher H. Smith,19027,332,19359
Monmouth,Lake Como Borough,U.S. House,4,REP,Christopher H. Smith,454,12,466
Monmouth,Little Silver Borough,U.S. House,4,REP,Christopher H. Smith,2326,63,2389
Monmouth,Manalapan Township,U.S. House,4,REP,Christopher H. Smith,14675,257,14932
Monmouth,Manasquan Borough,U.S. House,4,REP,Christopher H. Smith,2445,54,2499
Monmouth,Middletown Township,U.S. House,4,REP,Christopher H. Smith,0,0,0
Monmouth,Middletown Township Cong 4,U.S. House,4,REP,Christopher H. Smith,12832,217,13049
Monmouth,Millstone Township,U.S. House,4,REP,Christopher H. Smith,4507,66,4573
Monmouth,Neptune City Borough,U.S. House,4,REP,Christopher H. Smith,1239,49,1288
Monmouth,Neptune Township,U.S. House,4,REP,Christopher H. Smith,4913,158,5071
Monmouth,Ocean Township,U.S. House,4,REP,Christopher H. Smith,7873,225,8098
Monmouth,Red Bank Borough,U.S. House,4,REP,Christopher H. Smith,1956,85,2041
Monmouth,Roosevelt Borough,U.S. House,4,REP,Christopher H. Smith,164,5,169
Monmouth,Rumson Borough,U.S. House,4,REP,Christopher H. Smith,2812,75,2887
Monmouth,Sea Girt Borough,U.S. House,4,REP,Christopher H. Smith,1044,11,1055
Monmouth,Shrewsbury Borough,U.S. House,4,REP,Christopher H. Smith,1522,15,1537
Monmouth,Shrewsbury Township,U.S. House,4,REP,Christopher H. Smith,186,8,194
Monmouth,Spring Lake Borough,U.S. House,4,REP,Christopher H. Smith,1456,20,1476
Monmouth,Spring Lake Heights Borough,U.S. House,4,REP,Christopher H. Smith,1902,37,1939
Monmouth,Tinton Falls Borough,U.S. House,4,REP,Christopher H. Smith,5976,129,6105
Monmouth,Upper Freehold Township,U.S. House,4,REP,Christopher H. Smith,3039,60,3099
Monmouth,Wall Township,U.S. House,4,REP,Christopher H. Smith,10967,209,11176
Monmouth,Allentown Borough,U.S. House,4,DEM,Stephanie Schmid,562,20,582
Monmouth,Avon Borough,U.S. House,4,DEM,Stephanie Schmid,451,10,461
Monmouth,Belmar Borough,U.S. House,4,DEM,Stephanie Schmid,1441,30,1471
Monmouth,Bradley Beach Borough,U.S. House,4,DEM,Stephanie Schmid,1137,47,1184
Monmouth,Brielle Borough,U.S. House,4,DEM,Stephanie Schmid,1028,24,1052
Monmouth,Colts Neck Township,U.S. House,4,DEM,Stephanie Schmid,1835,42,1877
Monmouth,Eatontown Borough,U.S. House,4,DEM,Stephanie Schmid,2993,153,3146
Monmouth,Englishtown Borough,U.S. House,4,DEM,Stephanie Schmid,403,20,423
Monmouth,Fair Haven Borough,U.S. House,4,DEM,Stephanie Schmid,1981,24,2005
Monmouth,Farmingdale Borough,U.S. House,4,DEM,Stephanie Schmid,299,5,304
Monmouth,Freehold Borough,U.S. House,4,DEM,Stephanie Schmid,2157,77,2234
Monmouth,Freehold Township,U.S. House,4,DEM,Stephanie Schmid,8178,161,8339
Monmouth,Holmdel Township,U.S. House,4,DEM,Stephanie Schmid,4149,79,4228
Monmouth,Howell Township,U.S. House,4,DEM,Stephanie Schmid,10922,204,11126
Monmouth,Lake Como Borough,U.S. House,4,DEM,Stephanie Schmid,428,10,438
Monmouth,Little Silver Borough,U.S. House,4,DEM,Stephanie Schmid,1821,29,1850
Monmouth,Manalapan Township,U.S. House,4,DEM,Stephanie Schmid,9427,151,9578
Monmouth,Manasquan Borough,U.S. House,4,DEM,Stephanie Schmid,1425,39,1464
Monmouth,Middletown Township,U.S. House,4,DEM,Stephanie Schmid,0,0,0
Monmouth,Middletown Township Cong 4,U.S. House,4,DEM,Stephanie Schmid,7840,128,7968
Monmouth,Millstone Township,U.S. House,4,DEM,Stephanie Schmid,1955,33,1988
Monmouth,Neptune City Borough,U.S. House,4,DEM,Stephanie Schmid,1228,62,1290
Monmouth,Neptune Township,U.S. House,4,DEM,Stephanie Schmid,9787,533,10320
Monmouth,Ocean Township,U.S. House,4,DEM,Stephanie Schmid,7327,269,7596
Monmouth,Red Bank Borough,U.S. House,4,DEM,Stephanie Schmid,3284,90,3374
Monmouth,Roosevelt Borough,U.S. House,4,DEM,Stephanie Schmid,322,8,330
Monmouth,Rumson Borough,U.S. House,4,DEM,Stephanie Schmid,1776,44,1820
Monmouth,Sea Girt Borough,U.S. House,4,DEM,Stephanie Schmid,388,8,396
Monmouth,Shrewsbury Borough,U.S. House,4,DEM,Stephanie Schmid,1214,12,1226
Monmouth,Shrewsbury Township,U.S. House,4,DEM,Stephanie Schmid,298,13,311
Monmouth,Spring Lake Borough,U.S. House,4,DEM,Stephanie Schmid,691,15,706
Monmouth,Spring Lake Heights Borough,U.S. House,4,DEM,Stephanie Schmid,1247,13,1260
Monmouth,Tinton Falls Borough,U.S. House,4,DEM,Stephanie Schmid,5583,119,5702
Monmouth,Upper Freehold Township,U.S. House,4,DEM,Stephanie Schmid,1490,25,1515
Monmouth,Wall Township,U.S. House,4,DEM,Stephanie Schmid,5493,92,5585
Monmouth,Allentown Borough,U.S. House,4,,Hank Schroeder,11,0,11
Monmouth,Avon Borough,U.S. House,4,,Hank Schroeder,14,0,14
Monmouth,Belmar Borough,U.S. House,4,,Hank Schroeder,66,0,66
Monmouth,Bradley Beach Borough,U.S. House,4,,Hank Schroeder,30,1,31
Monmouth,Brielle Borough,U.S. House,4,,Hank Schroeder,100,6,106
Monmouth,Colts Neck Township,U.S. House,4,,Hank Schroeder,26,1,27
Monmouth,Eatontown Borough,U.S. House,4,,Hank Schroeder,61,9,70
Monmouth,Englishtown Borough,U.S. House,4,,Hank Schroeder,9,1,10
Monmouth,Fair Haven Borough,U.S. House,4,,Hank Schroeder,16,2,18
Monmouth,Farmingdale Borough,U.S. House,4,,Hank Schroeder,10,1,11
Monmouth,Freehold Borough,U.S. House,4,,Hank Schroeder,37,1,38
Monmouth,Freehold Township,U.S. House,4,,Hank Schroeder,113,7,120
Monmouth,Holmdel Township,U.S. House,4,,Hank Schroeder,38,1,39
Monmouth,Howell Township,U.S. House,4,,Hank Schroeder,318,13,331
Monmouth,Lake Como Borough,U.S. House,4,,Hank Schroeder,33,1,34
Monmouth,Little Silver Borough,U.S. House,4,,Hank Schroeder,14,1,15
Monmouth,Manalapan Township,U.S. House,4,,Hank Schroeder,124,7,131
Monmouth,Manasquan Borough,U.S. House,4,,Hank Schroeder,116,6,122
Monmouth,Middletown Township,U.S. House,4,,Hank Schroeder,0,0,0
Monmouth,Middletown Township Cong 4,U.S. House,4,,Hank Schroeder,85,7,92
Monmouth,Millstone Township,U.S. House,4,,Hank Schroeder,23,0,23
Monmouth,Neptune City Borough,U.S. House,4,,Hank Schroeder,37,2,39
Monmouth,Neptune Township,U.S. House,4,,Hank Schroeder,141,12,153
Monmouth,Ocean Township,U.S. House,4,,Hank Schroeder,95,8,103
Monmouth,Red Bank Borough,U.S. House,4,,Hank Schroeder,31,1,32
Monmouth,Roosevelt Borough,U.S. House,4,,Hank Schroeder,7,2,9
Monmouth,Rumson Borough,U.S. House,4,,Hank Schroeder,12,0,12
Monmouth,Sea Girt Borough,U.S. House,4,,Hank Schroeder,23,1,24
Monmouth,Shrewsbury Borough,U.S. House,4,,Hank Schroeder,11,0,11
Monmouth,Shrewsbury Township,U.S. House,4,,Hank Schroeder,5,0,5
Monmouth,Spring Lake Borough,U.S. House,4,,Hank Schroeder,34,1,35
Monmouth,Spring Lake Heights Borough,U.S. House,4,,Hank Schroeder,56,1,57
Monmouth,Tinton Falls Borough,U.S. House,4,,Hank Schroeder,74,4,78
Monmouth,Upper Freehold Township,U.S. House,4,,Hank Schroeder,12,1,13
Monmouth,Wall Township,U.S. House,4,,Hank Schroeder,536,11,547
Monmouth,Allentown Borough,U.S. House,4,,Andrew Pachuta,8,1,9
Monmouth,Avon Borough,U.S. House,4,,Andrew Pachuta,3,0,3
Monmouth,Belmar Borough,U.S. House,4,,Andrew Pachuta,34,2,36
Monmouth,Bradley Beach Borough,U.S. House,4,,Andrew Pachuta,21,0,21
Monmouth,Brielle Borough,U.S. House,4,,Andrew Pachuta,10,1,11
Monmouth,Colts Neck Township,U.S. House,4,,Andrew Pachuta,20,1,21
Monmouth,Eatontown Borough,U.S. House,4,,Andrew Pachuta,44,4,48
Monmouth,Englishtown Borough,U.S. House,4,,Andrew Pachuta,6,1,7
Monmouth,Fair Haven Borough,U.S. House,4,,Andrew Pachuta,18,1,19
Monmouth,Farmingdale Borough,U.S. House,4,,Andrew Pachuta,7,2,9
Monmouth,Freehold Borough,U.S. House,4,,Andrew Pachuta,41,5,46
Monmouth,Freehold Township,U.S. House,4,,Andrew Pachuta,130,2,132
Monmouth,Holmdel Township,U.S. House,4,,Andrew Pachuta,51,1,52
Monmouth,Howell Township,U.S. House,4,,Andrew Pachuta,223,7,230
Monmouth,Lake Como Borough,U.S. House,4,,Andrew Pachuta,5,0,5
Monmouth,Little Silver Borough,U.S. House,4,,Andrew Pachuta,17,0,17
Monmouth,Manalapan Township,U.S. House,4,,Andrew Pachuta,132,7,139
Monmouth,Manasquan Borough,U.S. House,4,,Andrew Pachuta,20,1,21
Monmouth,Middletown Township,U.S. House,4,,Andrew Pachuta,0,0,0
Monmouth,Middletown Township Cong 4,U.S. House,4,,Andrew Pachuta,111,4,115
Monmouth,Millstone Township,U.S. House,4,,Andrew Pachuta,36,0,36
Monmouth,Neptune City Borough,U.S. House,4,,Andrew Pachuta,14,2,16
Monmouth,Neptune Township,U.S. House,4,,Andrew Pachuta,95,3,98
Monmouth,Ocean Township,U.S. House,4,,Andrew Pachuta,98,6,104
Monmouth,Red Bank Borough,U.S. House,4,,Andrew Pachuta,33,3,36
Monmouth,Roosevelt Borough,U.S. House,4,,Andrew Pachuta,8,0,8
Monmouth,Rumson Borough,U.S. House,4,,Andrew Pachuta,20,1,21
Monmouth,Sea Girt Borough,U.S. House,4,,Andrew Pachuta,0,0,0
Monmouth,Shrewsbury Borough,U.S. House,4,,Andrew Pachuta,6,0,6
Monmouth,Shrewsbury Township,U.S. House,4,,Andrew Pachuta,6,1,7
Monmouth,Spring Lake Borough,U.S. House,4,,Andrew Pachuta,3,0,3
Monmouth,Spring Lake Heights Borough,U.S. House,4,,Andrew Pachuta,14,0,14
Monmouth,Tinton Falls Borough,U.S. House,4,,Andrew Pachuta,75,2,77
Monmouth,Upper Freehold Township,U.S. House,4,,Andrew Pachuta,22,0,22
Monmouth,Wall Township,U.S. House,4,,Andrew Pachuta,63,2,65
Monmouth,Allentown Borough,U.S. House,4,LBT,Michael J. Rufo,7,0,7
Monmouth,Avon Borough,U.S. House,4,LBT,Michael J. Rufo,6,0,6
Monmouth,Belmar Borough,U.S. House,4,LBT,Michael J. Rufo,28,2,30
Monmouth,Bradley Beach Borough,U.S. House,4,LBT,Michael J. Rufo,19,2,21
Monmouth,Brielle Borough,U.S. House,4,LBT,Michael J. Rufo,15,0,15
Monmouth,Colts Neck Township,U.S. House,4,LBT,Michael J. Rufo,45,1,46
Monmouth,Eatontown Borough,U.S. House,4,LBT,Michael J. Rufo,25,2,27
Monmouth,Englishtown Borough,U.S. House,4,LBT,Michael J. Rufo,7,0,7
Monmouth,Fair Haven Borough,U.S. House,4,LBT,Michael J. Rufo,12,0,12
Monmouth,Farmingdale Borough,U.S. House,4,LBT,Michael J. Rufo,4,0,4
Monmouth,Freehold Borough,U.S. House,4,LBT,Michael J. Rufo,41,1,42
Monmouth,Freehold Township,U.S. House,4,LBT,Michael J. Rufo,112,1,113
Monmouth,Holmdel Township,U.S. House,4,LBT,Michael J. Rufo,55,2,57
Monmouth,Howell Township,U.S. House,4,LBT,Michael J. Rufo,214,4,218
Monmouth,Lake Como Borough,U.S. House,4,LBT,Michael J. Rufo,2,0,2
Monmouth,Little Silver Borough,U.S. House,4,LBT,Michael J. Rufo,14,0,14
Monmouth,Manalapan Township,U.S. House,4,LBT,Michael J. Rufo,111,5,116
Monmouth,Manasquan Borough,U.S. House,4,LBT,Michael J. Rufo,22,3,25
Monmouth,Middletown Township,U.S. House,4,LBT,Michael J. Rufo,0,0,0
Monmouth,Middletown Township Cong 4,U.S. House,4,LBT,Michael J. Rufo,120,3,123
Monmouth,Millstone Township,U.S. House,4,LBT,Michael J. Rufo,47,2,49
Monmouth,Neptune City Borough,U.S. House,4,LBT,Michael J. Rufo,7,0,7
Monmouth,Neptune Township,U.S. House,4,LBT,Michael J. Rufo,85,5,90
Monmouth,Ocean Township,U.S. House,4,LBT,Michael J. Rufo,72,5,77
Monmouth,Red Bank Borough,U.S. House,4,LBT,Michael J. Rufo,31,2,33
Monmouth,Roosevelt Borough,U.S. House,4,LBT,Michael J. Rufo,8,1,9
Monmouth,Rumson Borough,U.S. House,4,LBT,Michael J. Rufo,32,0,32
Monmouth,Sea Girt Borough,U.S. House,4,LBT,Michael J. Rufo,11,0,11
Monmouth,Shrewsbury Borough,U.S. House,4,LBT,Michael J. Rufo,16,1,17
Monmouth,Shrewsbury Township,U.S. House,4,LBT,Michael J. Rufo,2,1,3
Monmouth,Spring Lake Borough,U.S. House,4,LBT,Michael J. Rufo,2,0,2
Monmouth,Spring Lake Heights Borough,U.S. House,4,LBT,Michael J. Rufo,19,1,20
Monmouth,Tinton Falls Borough,U.S. House,4,LBT,Michael J. Rufo,63,3,66
Monmouth,Upper Freehold Township,U.S. House,4,LBT,Michael J. Rufo,19,1,20
Monmouth,Wall Township,U.S. House,4,LBT,Michael J. Rufo,82,1,83
Monmouth,Allentown Borough,U.S. House,4,,Write-ins,0,0,0
Monmouth,Avon Borough,U.S. House,4,,Write-ins,0,0,0
Monmouth,Belmar Borough,U.S. House,4,,Write-ins,0,0,0
