county,municipality,office,district,candidate,party,votes
MONMOUTH,Tinton Falls Boro,General Assembly,11,Joann Downey,Democratic,"1,437"
MONMOUTH,West Long Branch Boro,General Assembly,11,Joann Downey,Democratic,475
MONMOUTH,COUNTY TOTAL,General Assembly,11,Joann Downey,Democratic,"14,906"
,DISTRICT TOTAL,General Assembly,11,Joann Downey,Democratic,"14,906"
BURLINGTON,Chesterfield Twp.,General Assembly,12,Ronald S. Dancer,Republican,438
BURLINGTON,New Hanover Twp.,General Assembly,12,Ronald S. Dancer,Republican,117
BURLINGTON,North Hanover Twp.,General Assembly,12,Ronald S. Dancer,Republican,671
BURLINGTON,Wrightstown Boro,General Assembly,12,Ronald S. Dancer,Republican,23
BURLINGTON,COUNTY TOTAL,General Assembly,12,Ronald S. Dancer,Republican,"1,249"
BURLINGTON,Chesterfield Twp.,General Assembly,12,Robert D. Clifton,Republican,410
BURLINGTON,New Hanover Twp.,General Assembly,12,Robert D. Clifton,Republican,112
BURLINGTON,North Hanover Twp.,General Assembly,12,Robert D. Clifton,Republican,622
BURLINGTON,Wrightstown Boro,General Assembly,12,Robert D. Clifton,Republican,23
BURLINGTON,COUNTY TOTAL,General Assembly,12,Robert D. Clifton,Republican,"1,167"
BURLINGTON,Chesterfield Twp.,General Assembly,12,David W. Merwin,Democratic,244
BURLINGTON,New Hanover Twp.,General Assembly,12,David W. Merwin,Democratic,29
BURLINGTON,North Hanover Twp.,General Assembly,12,David W. Merwin,Democratic,272
BURLINGTON,Wrightstown Boro,General Assembly,12,David W. Merwin,Democratic,15
BURLINGTON,COUNTY TOTAL,General Assembly,12,David W. Merwin,Democratic,560
BURLINGTON,Chesterfield Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,253
BURLINGTON,New Hanover Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,29
BURLINGTON,North Hanover Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,274
BURLINGTON,Wrightstown Boro,General Assembly,12,Robert P. Kurzydlowski,Democratic,15
BURLINGTON,COUNTY TOTAL,General Assembly,12,Robert P. Kurzydlowski,Democratic,571
BURLINGTON,Chesterfield Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,34
BURLINGTON,New Hanover Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,6
BURLINGTON,North Hanover Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,27
BURLINGTON,Wrightstown Boro,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,4
BURLINGTON,COUNTY TOTAL,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,71
MIDDLESEX,Old Bridge Twp.,General Assembly,12,Ronald S. Dancer,Republican,"4,386"
MIDDLESEX,COUNTY TOTAL,General Assembly,12,Ronald S. Dancer,Republican,"4,386"
MIDDLESEX,Old Bridge Twp.,General Assembly,12,Robert D. Clifton,Republican,"4,258"
MIDDLESEX,COUNTY TOTAL,General Assembly,12,Robert D. Clifton,Republican,"4,258"
MIDDLESEX,Old Bridge Twp.,General Assembly,12,David W. Merwin,Democratic,"4,284"
MIDDLESEX,COUNTY TOTAL,General Assembly,12,David W. Merwin,Democratic,"4,284"
MIDDLESEX,Old Bridge Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,"4,273"
MIDDLESEX,COUNTY TOTAL,General Assembly,12,Robert P. Kurzydlowski,Democratic,"4,273"
MIDDLESEX,Old Bridge Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,275
MIDDLESEX,COUNTY TOTAL,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,275
MONMOUTH,Allentown Boro,General Assembly,12,Ronald S. Dancer,Republican,269
MONMOUTH,Englishtown Boro,General Assembly,12,Ronald S. Dancer,Republican,85
MONMOUTH,Manalapan Twp.,General Assembly,12,Ronald S. Dancer,Republican,"2,372"
MONMOUTH,Matawan Boro,General Assembly,12,Ronald S. Dancer,Republican,846
MONMOUTH,Millstone Twp.,General Assembly,12,Ronald S. Dancer,Republican,869
MONMOUTH,Roosevelt Boro,General Assembly,12,Ronald S. Dancer,Republican,46
MONMOUTH,Upper Freehold Twp.,General Assembly,12,Ronald S. Dancer,Republican,630
MONMOUTH,COUNTY TOTAL,General Assembly,12,Ronald S. Dancer,Republican,"5,117"
MONMOUTH,Allentown Boro,General Assembly,12,Robert D. Clifton,Republican,239
MONMOUTH,Englishtown Boro,General Assembly,12,Robert D. Clifton,Republican,84
MONMOUTH,Manalapan Twp.,General Assembly,12,Robert D. Clifton,Republican,"2,330"
MONMOUTH,Matawan Boro,General Assembly,12,Robert D. Clifton,Republican,901
MONMOUTH,Millstone Twp.,General Assembly,12,Robert D. Clifton,Republican,827
MONMOUTH,Roosevelt Boro,General Assembly,12,Robert D. Clifton,Republican,42
MONMOUTH,Upper Freehold Twp.,General Assembly,12,Robert D. Clifton,Republican,602
MONMOUTH,COUNTY TOTAL,General Assembly,12,Robert D. Clifton,Republican,"5,025"
MONMOUTH,Allentown Boro,General Assembly,12,David W. Merwin,Democratic,219
MONMOUTH,Englishtown Boro,General Assembly,12,David W. Merwin,Democratic,33
MONMOUTH,Manalapan Twp.,General Assembly,12,David W. Merwin,Democratic,"1,836"
MONMOUTH,Matawan Boro,General Assembly,12,David W. Merwin,Democratic,778
MONMOUTH,Millstone Twp.,General Assembly,12,David W. Merwin,Democratic,289
MONMOUTH,Roosevelt Boro,General Assembly,12,David W. Merwin,Democratic,134
MONMOUTH,Upper Freehold Twp.,General Assembly,12,David W. Merwin,Democratic,243
MONMOUTH,COUNTY TOTAL,General Assembly,12,David W. Merwin,Democratic,"3,532"
MONMOUTH,Allentown Boro,General Assembly,12,Robert P. Kurzydlowski,Democratic,232
MONMOUTH,Englishtown Boro,General Assembly,12,Robert P. Kurzydlowski,Democratic,40
MONMOUTH,Manalapan Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,"1,781"
MONMOUTH,Matawan Boro,General Assembly,12,Robert P. Kurzydlowski,Democratic,764
MONMOUTH,Millstone Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,305
MONMOUTH,Roosevelt Boro,General Assembly,12,Robert P. Kurzydlowski,Democratic,122
MONMOUTH,Upper Freehold Twp.,General Assembly,12,Robert P. Kurzydlowski,Democratic,253
MONMOUTH,COUNTY TOTAL,General Assembly,12,Robert P. Kurzydlowski,Democratic,"3,497"
MONMOUTH,Allentown Boro,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,51
MONMOUTH,Englishtown Boro,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,12
MONMOUTH,Manalapan Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,105
MONMOUTH,Matawan Boro,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,53
MONMOUTH,Millstone Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,50
MONMOUTH,Roosevelt Boro,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,9
MONMOUTH,Upper Freehold Twp.,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,38
MONMOUTH,COUNTY TOTAL,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,318
OCEAN,Jackson Twp,General Assembly,12,Ronald S. Dancer,Republican,"3,512"
OCEAN,Plumsted,General Assembly,12,Ronald S. Dancer,Republican,900
OCEAN,COUNTY TOTAL,General Assembly,12,Ronald S. Dancer,Republican,"4,412"
,DISTRICT TOTAL,General Assembly,12,Ronald S. Dancer,Republican,"15,164"
OCEAN,Jackson Twp,General Assembly,12,Robert D. Clifton,Republican,"3,207"
OCEAN,Plumsted,General Assembly,12,Robert D. Clifton,Republican,776
OCEAN,COUNTY TOTAL,General Assembly,12,Robert D. Clifton,Republican,"3,983"
,DISTRICT TOTAL,General Assembly,12,Robert D. Clifton,Republican,"14,433"
OCEAN,Jackson Twp,General Assembly,12,David W. Merwin,Democratic,"1,923"
OCEAN,Plumsted,General Assembly,12,David W. Merwin,Democratic,197
OCEAN,COUNTY TOTAL,General Assembly,12,David W. Merwin,Democratic,"2,120"
,DISTRICT TOTAL,General Assembly,12,David W. Merwin,Democratic,"10,496"
OCEAN,Jackson Twp,General Assembly,12,Robert P. Kurzydlowski,Democratic,"1,885"
OCEAN,Plumsted,General Assembly,12,Robert P. Kurzydlowski,Democratic,223
OCEAN,COUNTY TOTAL,General Assembly,12,Robert P. Kurzydlowski,Democratic,"2,108"
,DISTRICT TOTAL,General Assembly,12,Robert P. Kurzydlowski,Democratic,"10,449"
OCEAN,Jackson Twp,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,239
OCEAN,Plumsted,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,42
OCEAN,COUNTY TOTAL,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,281
,DISTRICT TOTAL,General Assembly,12,Stephen N. Zielinski Sr.,Green Party,945
MONMOUTH,Aberdeen Twp.,General Assembly,13,Amy Handlin,Republican,"1,071"
MONMOUTH,Atlantic Highlands Boro,General Assembly,13,Amy Handlin,Republican,679
MONMOUTH,Fair Haven Boro,General Assembly,13,Amy Handlin,Republican,821
MONMOUTH,Hazlet Twp.,General Assembly,13,Amy Handlin,Republican,"1,459"
MONMOUTH,Highlands Boro,General Assembly,13,Amy Handlin,Republican,404
MONMOUTH,Holmdel Twp.,General Assembly,13,Amy Handlin,Republican,"1,850"
MONMOUTH,Keansburg Boro,General Assembly,13,Amy Handlin,Republican,252
MONMOUTH,Keyport Boro,General Assembly,13,Amy Handlin,Republican,585
MONMOUTH,Little Silver Boro,General Assembly,13,Amy Handlin,Republican,"1,029"
MONMOUTH,Marlboro Twp.,General Assembly,13,Amy Handlin,Republican,"3,467"
MONMOUTH,Middletown Twp.,General Assembly,13,Amy Handlin,Republican,"5,235"
MONMOUTH,Monmouth Beach Boro,General Assembly,13,Amy Handlin,Republican,380
MONMOUTH,Oceanport Boro,General Assembly,13,Amy Handlin,Republican,"1,058"
MONMOUTH,Rumson Boro,General Assembly,13,Amy Handlin,Republican,615
MONMOUTH,Sea Bright Boro,General Assembly,13,Amy Handlin,Republican,194
MONMOUTH,Union Beach Boro,General Assembly,13,Amy Handlin,Republican,730
MONMOUTH,COUNTY TOTAL,General Assembly,13,Amy Handlin,Republican,"19,829"
,DISTRICT TOTAL,General Assembly,13,Amy Handlin,Republican,"19,829"
MONMOUTH,Aberdeen Twp.,General Assembly,13,Declan O'Scanlon,Republican,"1,008"
MONMOUTH,Atlantic Highlands Boro,General Assembly,13,Declan O'Scanlon,Republican,638
MONMOUTH,Fair Haven Boro,General Assembly,13,Declan O'Scanlon,Republican,811
MONMOUTH,Hazlet Twp.,General Assembly,13,Declan O'Scanlon,Republican,"1,394"
MONMOUTH,Highlands Boro,General Assembly,13,Declan O'Scanlon,Republican,395
MONMOUTH,Holmdel Twp.,General Assembly,13,Declan O'Scanlon,Republican,"1,679"
MONMOUTH,Keansburg Boro,General Assembly,13,Declan O'Scanlon,Republican,236
MONMOUTH,Keyport Boro,General Assembly,13,Declan O'Scanlon,Republican,540
MONMOUTH,Little Silver Boro,General Assembly,13,Declan O'Scanlon,Republican,"1,030"
MONMOUTH,Marlboro Twp.,General Assembly,13,Declan O'Scanlon,Republican,"3,361"
MONMOUTH,Middletown Twp.,General Assembly,13,Declan O'Scanlon,Republican,"4,964"
MONMOUTH,Monmouth Beach Boro,General Assembly,13,Declan O'Scanlon,Republican,367
MONMOUTH,Oceanport Boro,General Assembly,13,Declan O'Scanlon,Republican,"1,056"
MONMOUTH,Rumson Boro,General Assembly,13,Declan O'Scanlon,Republican,602
MONMOUTH,Sea Bright Boro,General Assembly,13,Declan O'Scanlon,Republican,196
MONMOUTH,Union Beach Boro,General Assembly,13,Declan O'Scanlon,Republican,700
MONMOUTH,COUNTY TOTAL,General Assembly,13,Declan O'Scanlon,Republican,"18,977"
,DISTRICT TOTAL,General Assembly,13,Declan O'Scanlon,Republican,"18,977"
MONMOUTH,Aberdeen Twp.,General Assembly,13,Jeanne Cullinane,Democratic,"1,148"
MONMOUTH,Atlantic Highlands Boro,General Assembly,13,Jeanne Cullinane,Democratic,644
MONMOUTH,Fair Haven Boro,General Assembly,13,Jeanne Cullinane,Democratic,502
MONMOUTH,Hazlet Twp.,General Assembly,13,Jeanne Cullinane,Democratic,"1,142"
MONMOUTH,Highlands Boro,General Assembly,13,Jeanne Cullinane,Democratic,330
MONMOUTH,Holmdel Twp.,General Assembly,13,Jeanne Cullinane,Democratic,866
MONMOUTH,Keansburg Boro,General Assembly,13,Jeanne Cullinane,Democratic,233
MONMOUTH,Keyport Boro,General Assembly,13,Jeanne Cullinane,Democratic,513
MONMOUTH,Little Silver Boro,General Assembly,13,Jeanne Cullinane,Democratic,454
MONMOUTH,Marlboro Twp.,General Assembly,13,Jeanne Cullinane,Democratic,"2,806"
MONMOUTH,Middletown Twp.,General Assembly,13,Jeanne Cullinane,Democratic,"2,823"
MONMOUTH,Monmouth Beach Boro,General Assembly,13,Jeanne Cullinane,Democratic,157
MONMOUTH,Oceanport Boro,General Assembly,13,Jeanne Cullinane,Democratic,439
MONMOUTH,Rumson Boro,General Assembly,13,Jeanne Cullinane,Democratic,240
MONMOUTH,Sea Bright Boro,General Assembly,13,Jeanne Cullinane,Democratic,79
MONMOUTH,Union Beach Boro,General Assembly,13,Jeanne Cullinane,Democratic,403
MONMOUTH,COUNTY TOTAL,General Assembly,13,Jeanne Cullinane,Democratic,"12,779"
,DISTRICT TOTAL,General Assembly,13,Jeanne Cullinane,Democratic,"12,779"
MONMOUTH,Aberdeen Twp.,General Assembly,13,Thomas Herman,Democratic,"1,145"
MONMOUTH,Atlantic Highlands Boro,General Assembly,13,Thomas Herman,Democratic,646
MONMOUTH,Fair Haven Boro,General Assembly,13,Thomas Herman,Democratic,489
MONMOUTH,Hazlet Twp.,General Assembly,13,Thomas Herman,Democratic,"1,186"
MONMOUTH,Highlands Boro,General Assembly,13,Thomas Herman,Democratic,320
MONMOUTH,Holmdel Twp.,General Assembly,13,Thomas Herman,Democratic,976
MONMOUTH,Keansburg Boro,General Assembly,13,Thomas Herman,Democratic,229
MONMOUTH,Keyport Boro,General Assembly,13,Thomas Herman,Democratic,534
MONMOUTH,Little Silver Boro,General Assembly,13,Thomas Herman,Democratic,448
MONMOUTH,Marlboro Twp.,General Assembly,13,Thomas Herman,Democratic,"2,779"
MONMOUTH,Middletown Twp.,General Assembly,13,Thomas Herman,Democratic,"2,873"
MONMOUTH,Monmouth Beach Boro,General Assembly,13,Thomas Herman,Democratic,152
MONMOUTH,Oceanport Boro,General Assembly,13,Thomas Herman,Democratic,446
MONMOUTH,Rumson Boro,General Assembly,13,Thomas Herman,Democratic,238
MONMOUTH,Sea Bright Boro,General Assembly,13,Thomas Herman,Democratic,80
MONMOUTH,Union Beach Boro,General Assembly,13,Thomas Herman,Democratic,393
MONMOUTH,COUNTY TOTAL,General Assembly,13,Thomas Herman,Democratic,"12,934"
,DISTRICT TOTAL,General Assembly,13,Thomas Herman,Democratic,"12,934"
MONMOUTH,Aberdeen Twp.,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",55
MONMOUTH,Atlantic Highlands Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",60
MONMOUTH,Fair Haven Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",26
MONMOUTH,Hazlet Twp.,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",66
MONMOUTH,Highlands Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",43
MONMOUTH,Holmdel Twp.,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",41
MONMOUTH,Keansburg Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",18
MONMOUTH,Keyport Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",37
MONMOUTH,Little Silver Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",31
MONMOUTH,Marlboro Twp.,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",125
MONMOUTH,Middletown Twp.,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",183
MONMOUTH,Monmouth Beach Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",4
MONMOUTH,Oceanport Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",33
MONMOUTH,Rumson Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",22
MONMOUTH,Sea Bright Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",9
MONMOUTH,Union Beach Boro,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",17
MONMOUTH,COUNTY TOTAL,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",770
,DISTRICT TOTAL,General Assembly,13,Joshua Leinsdorf,"Jobs, Sidewalks, Transit",770
MERCER,East Windsor Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,"2,141"
MERCER,Hamilton Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,"10,528"
MERCER,Hightstown Boro,General Assembly,14,Wayne P. DeAngelo,Democratic,443
MERCER,Robbinsville Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,"1,114"
MERCER,COUNTY TOTAL,General Assembly,14,Wayne P. DeAngelo,Democratic,"14,226"
MERCER,East Windsor Twp.,General Assembly,14,Daniel R. Benson,Democratic,"2,059"
MERCER,Hamilton Twp.,General Assembly,14,Daniel R. Benson,Democratic,"9,934"
MERCER,Hightstown Boro,General Assembly,14,Daniel R. Benson,Democratic,442
MERCER,Robbinsville Twp.,General Assembly,14,Daniel R. Benson,Democratic,"1,055"
MERCER,COUNTY TOTAL,General Assembly,14,Daniel R. Benson,Democratic,"13,490"
MERCER,East Windsor Twp.,General Assembly,14,David C. Jones,Republican,"1,107"
MERCER,Hamilton Twp.,General Assembly,14,David C. Jones,Republican,"6,268"
MERCER,Hightstown Boro,General Assembly,14,David C. Jones,Republican,251
MERCER,Robbinsville Twp.,General Assembly,14,David C. Jones,Republican,725
MERCER,COUNTY TOTAL,General Assembly,14,David C. Jones,Republican,"8,351"
MERCER,East Windsor Twp.,General Assembly,14,Philip R. Kaufman,Republican,"1,079"
MERCER,Hamilton Twp.,General Assembly,14,Philip R. Kaufman,Republican,"6,025"
MERCER,Hightstown Boro,General Assembly,14,Philip R. Kaufman,Republican,251
MERCER,Robbinsville Twp.,General Assembly,14,Philip R. Kaufman,Republican,676
MERCER,COUNTY TOTAL,General Assembly,14,Philip R. Kaufman,Republican,"8,031"
MERCER,East Windsor Twp.,General Assembly,14,Steven Welzer,Green Party,131
MERCER,Hamilton Twp.,General Assembly,14,Steven Welzer,Green Party,368
MERCER,Hightstown Boro,General Assembly,14,Steven Welzer,Green Party,44
MERCER,Robbinsville Twp.,General Assembly,14,Steven Welzer,Green Party,54
MERCER,COUNTY TOTAL,General Assembly,14,Steven Welzer,Green Party,597
MERCER,East Windsor Twp.,General Assembly,14,Joann Cousin,Green Party,130
MERCER,Hamilton Twp.,General Assembly,14,Joann Cousin,Green Party,437
MERCER,Hightstown Boro,General Assembly,14,Joann Cousin,Green Party,44
MERCER,Robbinsville Twp.,General Assembly,14,Joann Cousin,Green Party,62
MERCER,COUNTY TOTAL,General Assembly,14,Joann Cousin,Green Party,673
MIDDLESEX,Cranbury Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,413
MIDDLESEX,Jamesburg Boro,General Assembly,14,Wayne P. DeAngelo,Democratic,419
MIDDLESEX,Monroe Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,"5,530"
MIDDLESEX,Plainsboro Twp.,General Assembly,14,Wayne P. DeAngelo,Democratic,"1,140"
MIDDLESEX,Spotswood Boro,General Assembly,14,Wayne P. DeAngelo,Democratic,591
MIDDLESEX,COUNTY TOTAL,General Assembly,14,Wayne P. DeAngelo,Democratic,"8,093"
,DISTRICT TOTAL,General Assembly,14,Wayne P. DeAngelo,Democratic,"22,319"
MIDDLESEX,Cranbury Twp.,General Assembly,14,Daniel R. Benson,Democratic,406
MIDDLESEX,Jamesburg Boro,General Assembly,14,Daniel R. Benson,Democratic,408
MIDDLESEX,Monroe Twp.,General Assembly,14,Daniel R. Benson,Democratic,"5,223"
MIDDLESEX,Plainsboro Twp.,General Assembly,14,Daniel R. Benson,Democratic,"1,117"
MIDDLESEX,Spotswood Boro,General Assembly,14,Daniel R. Benson,Democratic,543
MIDDLESEX,COUNTY TOTAL,General Assembly,14,Daniel R. Benson,Democratic,"7,697"
,DISTRICT TOTAL,General Assembly,14,Daniel R. Benson,Democratic,"21,187"
MIDDLESEX,Cranbury Twp.,General Assembly,14,David C. Jones,Republican,370
MIDDLESEX,Jamesburg Boro,General Assembly,14,David C. Jones,Republican,352
MIDDLESEX,Monroe Twp.,General Assembly,14,David C. Jones,Republican,"4,289"
MIDDLESEX,Plainsboro Twp.,General Assembly,14,David C. Jones,Republican,478
MIDDLESEX,Spotswood Boro,General Assembly,14,David C. Jones,Republican,634
MIDDLESEX,COUNTY TOTAL,General Assembly,14,David C. Jones,Republican,"6,123"
,DISTRICT TOTAL,General Assembly,14,David C. Jones,Republican,"14,474"
MIDDLESEX,Cranbury Twp.,General Assembly,14,Philip R. Kaufman,Republican,348
MIDDLESEX,Jamesburg Boro,General Assembly,14,Philip R. Kaufman,Republican,345
MIDDLESEX,Monroe Twp.,General Assembly,14,Philip R. Kaufman,Republican,"4,206"
MIDDLESEX,Plainsboro Twp.,General Assembly,14,Philip R. Kaufman,Republican,436
MIDDLESEX,Spotswood Boro,General Assembly,14,Philip R. Kaufman,Republican,571
MIDDLESEX,COUNTY TOTAL,General Assembly,14,Philip R. Kaufman,Republican,"5,906"
,DISTRICT TOTAL,General Assembly,14,Philip R. Kaufman,Republican,"13,937"
MIDDLESEX,Cranbury Twp.,General Assembly,14,Steven Welzer,Green Party,20
MIDDLESEX,Jamesburg Boro,General Assembly,14,Steven Welzer,Green Party,16
MIDDLESEX,Monroe Twp.,General Assembly,14,Steven Welzer,Green Party,218
MIDDLESEX,Plainsboro Twp.,General Assembly,14,Steven Welzer,Green Party,64
MIDDLESEX,Spotswood Boro,General Assembly,14,Steven Welzer,Green Party,42
MIDDLESEX,COUNTY TOTAL,General Assembly,14,Steven Welzer,Green Party,360
,DISTRICT TOTAL,General Assembly,14,Steven Welzer,Green Party,957
MIDDLESEX,Cranbury Twp.,General Assembly,14,Joann Cousin,Green Party,19
MIDDLESEX,Jamesburg Boro,General Assembly,14,Joann Cousin,Green Party,13
MIDDLESEX,Monroe Twp.,General Assembly,14,Joann Cousin,Green Party,205
MIDDLESEX,Plainsboro Twp.,General Assembly,14,Joann Cousin,Green Party,71
MIDDLESEX,Spotswood Boro,General Assembly,14,Joann Cousin,Green Party,47
