county,precinct,office,district,party,candidate,votes,election_day,mail,military,provisional,emergency
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. House,11,REP,Jay Webber,161,142,16,1,2,0
Sussex,0051 HOPATCONG BORO 9,U.S. House,11,DEM,Mikie Sherrill,158,136,19,1,2,0
Sussex,0051 HOPATCONG BORO 9,U.S. House,11,HIC,Robert F. Crook,9,8,0,0,1,0
Sussex,0051 HOPATCONG BORO 9,U.S. House,11,LIB,Ryan Martinez,4,3,1,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,,,,Registered Voters,926,,,,,
Sussex,0052 HOPATCONG BORO 10,,,,Ballots Cast,513,456,53,0,4,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,REP,Bob Hugin,304,280,22,0,2,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,DEM,Robert Menendez,178,149,28,0,1,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,LIB,Murray Sabrin,11,10,1,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,MIS,Kevin Kimple,5,5,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,NDN,Tricia Flanagan,6,5,1,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. House,11,REP,Jay Webber,275,251,21,0,3,0
Sussex,0052 HOPATCONG BORO 10,U.S. House,11,DEM,Mikie Sherrill,222,190,31,0,1,0
Sussex,0052 HOPATCONG BORO 10,U.S. House,11,HIC,Robert F. Crook,10,10,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0052 HOPATCONG BORO 10,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,,,,Registered Voters,829,,,,,
Sussex,0053 HOPATCONG BORO 11,,,,Ballots Cast,440,404,35,0,1,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,REP,Bob Hugin,248,233,15,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,DEM,Robert Menendez,143,124,18,0,1,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,LIB,Murray Sabrin,15,15,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,NDN,Tricia Flanagan,3,2,1,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,FTP,Natalie Lynn Rivera,10,10,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,ECG,Hank Schroeder,3,3,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,GRN,Madelyn R. Hoffman,10,9,1,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. House,11,REP,Jay Webber,208,196,12,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. House,11,DEM,Mikie Sherrill,210,189,20,0,1,0
Sussex,0053 HOPATCONG BORO 11,U.S. House,11,HIC,Robert F. Crook,9,7,2,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. House,11,LIB,Ryan Martinez,10,9,1,0,0,0
Sussex,0053 HOPATCONG BORO 11,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,,,,Registered Voters,620,,,,,
Sussex,0054 HOPATCONG BORO 12,,,,Ballots Cast,324,287,35,0,2,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,REP,Bob Hugin,195,173,22,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,DEM,Robert Menendez,114,102,10,0,2,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,LIB,Murray Sabrin,6,4,2,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. House,11,REP,Jay Webber,171,154,17,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. House,11,DEM,Mikie Sherrill,141,124,15,0,2,0
Sussex,0054 HOPATCONG BORO 12,U.S. House,11,HIC,Robert F. Crook,4,4,0,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. House,11,LIB,Ryan Martinez,6,3,3,0,0,0
Sussex,0054 HOPATCONG BORO 12,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,,,,Registered Voters,567,,,,,
Sussex,0055 LAFAYETTE TWP 1,,,,Ballots Cast,366,325,37,0,4,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,REP,Bob Hugin,250,232,14,0,4,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,DEM,Robert Menendez,100,80,20,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,LIB,Murray Sabrin,5,5,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,2,1,1,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,6,4,2,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",221,204,14,0,3,0
Sussex,0055 LAFAYETTE TWP 1,U.S. House,5,DEM,Josh Gottheimer,140,116,23,0,1,0
Sussex,0055 LAFAYETTE TWP 1,U.S. House,5,THE,Wendy W. Goetz,1,1,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0055 LAFAYETTE TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0056 LAFAYETTE TWP 2,,,,Registered Voters,745,,,,,
Sussex,0056 LAFAYETTE TWP 2,,,,Ballots Cast,449,412,36,1,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,REP,Bob Hugin,323,301,21,1,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,DEM,Robert Menendez,99,88,11,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,LIB,Murray Sabrin,6,6,0,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,5,4,1,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",280,261,19,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. House,5,DEM,Josh Gottheimer,155,141,14,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. House,5,THE,Wendy W. Goetz,8,6,2,0,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. House,5,LIB,James Tosone,3,2,0,1,0,0
Sussex,0056 LAFAYETTE TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,,,,Registered Voters,596,,,,,
Sussex,0057 LAFAYETTE TWP 3,,,,Ballots Cast,383,337,44,0,2,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,REP,Bob Hugin,254,226,27,0,1,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,DEM,Robert Menendez,108,93,14,0,1,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,LIB,Murray Sabrin,4,3,1,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,NDN,Tricia Flanagan,3,2,1,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",230,206,23,0,1,0
Sussex,0057 LAFAYETTE TWP 3,U.S. House,5,DEM,Josh Gottheimer,142,123,18,0,1,0
Sussex,0057 LAFAYETTE TWP 3,U.S. House,5,THE,Wendy W. Goetz,5,4,1,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0057 LAFAYETTE TWP 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,,,,Registered Voters,834,,,,,
Sussex,0058 MONTAGUE TWP 1,,,,Ballots Cast,484,386,92,1,5,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,REP,Bob Hugin,341,265,72,1,3,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,DEM,Robert Menendez,118,99,17,0,2,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,LIB,Murray Sabrin,3,2,1,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,4,4,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,3,2,1,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",305,239,62,1,3,0
Sussex,0058 MONTAGUE TWP 1,U.S. House,5,DEM,Josh Gottheimer,163,134,27,0,2,0
Sussex,0058 MONTAGUE TWP 1,U.S. House,5,THE,Wendy W. Goetz,8,6,2,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. House,5,LIB,James Tosone,3,3,0,0,0,0
Sussex,0058 MONTAGUE TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,,,,Registered Voters,710,,,,,
Sussex,0059 MONTAGUE TWP 2,,,,Ballots Cast,432,384,46,0,2,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,REP,Bob Hugin,296,266,28,0,2,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,DEM,Robert Menendez,100,86,14,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,LIB,Murray Sabrin,7,5,2,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,ECG,Hank Schroeder,3,3,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",274,247,25,0,2,0
Sussex,0059 MONTAGUE TWP 2,U.S. House,5,DEM,Josh Gottheimer,131,115,16,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. House,5,THE,Wendy W. Goetz,6,6,0,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. House,5,LIB,James Tosone,6,4,2,0,0,0
Sussex,0059 MONTAGUE TWP 2,U.S. House,5,,Write-ins,2,2,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,,,,Registered Voters,1030,,,,,
Sussex,0060 MONTAGUE TWP 3,,,,Ballots Cast,543,475,61,0,7,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,REP,Bob Hugin,340,299,35,0,6,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,DEM,Robert Menendez,159,137,21,0,1,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,LIB,Murray Sabrin,10,6,4,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,NDN,Tricia Flanagan,6,5,1,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,11,11,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,6,6,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",291,255,31,0,5,0
Sussex,0060 MONTAGUE TWP 3,U.S. House,5,DEM,Josh Gottheimer,218,190,26,0,2,0
Sussex,0060 MONTAGUE TWP 3,U.S. House,5,THE,Wendy W. Goetz,13,12,1,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. House,5,LIB,James Tosone,9,8,1,0,0,0
Sussex,0060 MONTAGUE TWP 3,U.S. House,5,,Write-ins,2,2,0,0,0,0
Sussex,0061 NEWTON 1,,,,Registered Voters,759,,,,,
Sussex,0061 NEWTON 1,,,,Ballots Cast,386,316,62,0,8,0
Sussex,0061 NEWTON 1,U.S. Senate,,REP,Bob Hugin,205,171,30,0,4,0
Sussex,0061 NEWTON 1,U.S. Senate,,DEM,Robert Menendez,158,127,28,0,3,0
Sussex,0061 NEWTON 1,U.S. Senate,,LIB,Murray Sabrin,6,4,1,0,1,0
Sussex,0061 NEWTON 1,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0061 NEWTON 1,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0061 NEWTON 1,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0061 NEWTON 1,U.S. Senate,,ECG,Hank Schroeder,2,1,1,0,0,0
Sussex,0061 NEWTON 1,U.S. Senate,,GRN,Madelyn R. Hoffman,6,5,1,0,0,0
Sussex,0061 NEWTON 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0061 NEWTON 1,U.S. House,5,REP,"John J. McCann, Jr.",174,146,24,0,4,0
Sussex,0061 NEWTON 1,U.S. House,5,DEM,Josh Gottheimer,203,161,38,0,4,0
Sussex,0061 NEWTON 1,U.S. House,5,THE,Wendy W. Goetz,5,5,0,0,0,0
Sussex,0061 NEWTON 1,U.S. House,5,LIB,James Tosone,3,3,0,0,0,0
Sussex,0061 NEWTON 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0062 NEWTON 2,,,,Registered Voters,887,,,,,
Sussex,0062 NEWTON 2,,,,Ballots Cast,404,339,62,0,3,0
Sussex,0062 NEWTON 2,U.S. Senate,,REP,Bob Hugin,188,154,32,0,2,0
Sussex,0062 NEWTON 2,U.S. Senate,,DEM,Robert Menendez,182,160,21,0,1,0
Sussex,0062 NEWTON 2,U.S. Senate,,LIB,Murray Sabrin,5,4,1,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,FTP,Natalie Lynn Rivera,9,7,2,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,GRN,Madelyn R. Hoffman,7,4,3,0,0,0
Sussex,0062 NEWTON 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0062 NEWTON 2,U.S. House,5,REP,"John J. McCann, Jr.",157,129,26,0,2,0
Sussex,0062 NEWTON 2,U.S. House,5,DEM,Josh Gottheimer,233,199,33,0,1,0
Sussex,0062 NEWTON 2,U.S. House,5,THE,Wendy W. Goetz,5,4,1,0,0,0
Sussex,0062 NEWTON 2,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0062 NEWTON 2,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0063 NEWTON 3,,,,Registered Voters,939,,,,,
Sussex,0063 NEWTON 3,,,,Ballots Cast,500,400,98,0,2,0
Sussex,0063 NEWTON 3,U.S. Senate,,REP,Bob Hugin,269,224,44,0,1,0
Sussex,0063 NEWTON 3,U.S. Senate,,DEM,Robert Menendez,202,154,47,0,1,0
Sussex,0063 NEWTON 3,U.S. Senate,,LIB,Murray Sabrin,2,2,0,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,MIS,Kevin Kimple,1,0,1,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,FTP,Natalie Lynn Rivera,5,4,1,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0063 NEWTON 3,U.S. Senate,,,Write-ins,1,0,1,0,0,0
Sussex,0063 NEWTON 3,U.S. House,5,REP,"John J. McCann, Jr.",212,174,37,0,1,0
Sussex,0063 NEWTON 3,U.S. House,5,DEM,Josh Gottheimer,266,208,57,0,1,0
Sussex,0063 NEWTON 3,U.S. House,5,THE,Wendy W. Goetz,11,11,0,0,0,0
Sussex,0063 NEWTON 3,U.S. House,5,LIB,James Tosone,4,4,0,0,0,0
Sussex,0063 NEWTON 3,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0064 NEWTON 4,,,,Registered Voters,1194,,,,,
Sussex,0064 NEWTON 4,,,,Ballots Cast,703,634,66,0,3,0
Sussex,0064 NEWTON 4,U.S. Senate,,REP,Bob Hugin,376,336,38,0,2,0
Sussex,0064 NEWTON 4,U.S. Senate,,DEM,Robert Menendez,285,262,23,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,LIB,Murray Sabrin,8,8,0,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,MIS,Kevin Kimple,5,4,0,0,1,0
Sussex,0064 NEWTON 4,U.S. Senate,,NDN,Tricia Flanagan,5,5,0,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,FTP,Natalie Lynn Rivera,9,6,3,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,GRN,Madelyn R. Hoffman,8,7,1,0,0,0
Sussex,0064 NEWTON 4,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0064 NEWTON 4,U.S. House,5,REP,"John J. McCann, Jr.",316,285,29,0,2,0
Sussex,0064 NEWTON 4,U.S. House,5,DEM,Josh Gottheimer,374,338,35,0,1,0
Sussex,0064 NEWTON 4,U.S. House,5,THE,Wendy W. Goetz,8,7,1,0,0,0
Sussex,0064 NEWTON 4,U.S. House,5,LIB,James Tosone,4,4,0,0,0,0
Sussex,0064 NEWTON 4,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0065 NEWTON 5,,,,Registered Voters,661,,,,,
Sussex,0065 NEWTON 5,,,,Ballots Cast,314,255,53,1,5,0
Sussex,0065 NEWTON 5,U.S. Senate,,REP,Bob Hugin,172,146,25,0,1,0
Sussex,0065 NEWTON 5,U.S. Senate,,DEM,Robert Menendez,120,93,24,1,2,0
Sussex,0065 NEWTON 5,U.S. Senate,,LIB,Murray Sabrin,6,5,1,0,0,0
Sussex,0065 NEWTON 5,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0065 NEWTON 5,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0065 NEWTON 5,U.S. Senate,,FTP,Natalie Lynn Rivera,2,1,0,0,1,0
Sussex,0065 NEWTON 5,U.S. Senate,,ECG,Hank Schroeder,3,3,0,0,0,0
Sussex,0065 NEWTON 5,U.S. Senate,,GRN,Madelyn R. Hoffman,2,1,1,0,0,0
Sussex,0065 NEWTON 5,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0065 NEWTON 5,U.S. House,5,REP,"John J. McCann, Jr.",136,118,16,0,2,0
Sussex,0065 NEWTON 5,U.S. House,5,DEM,Josh Gottheimer,168,128,36,1,3,0
Sussex,0065 NEWTON 5,U.S. House,5,THE,Wendy W. Goetz,5,4,1,0,0,0
Sussex,0065 NEWTON 5,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0065 NEWTON 5,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0066 NEWTON 6,,,,Registered Voters,598,,,,,
Sussex,0066 NEWTON 6,,,,Ballots Cast,324,268,51,0,5,0
Sussex,0066 NEWTON 6,U.S. Senate,,REP,Bob Hugin,151,128,20,0,3,0
Sussex,0066 NEWTON 6,U.S. Senate,,DEM,Robert Menendez,146,120,26,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,LIB,Murray Sabrin,7,7,0,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,NDN,Tricia Flanagan,6,4,0,0,2,0
Sussex,0066 NEWTON 6,U.S. Senate,,FTP,Natalie Lynn Rivera,5,3,2,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0066 NEWTON 6,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0066 NEWTON 6,U.S. House,5,REP,"John J. McCann, Jr.",125,106,16,0,3,0
Sussex,0066 NEWTON 6,U.S. House,5,DEM,Josh Gottheimer,187,153,33,0,1,0
Sussex,0066 NEWTON 6,U.S. House,5,THE,Wendy W. Goetz,7,6,0,0,1,0
Sussex,0066 NEWTON 6,U.S. House,5,LIB,James Tosone,1,1,0,0,0,0
Sussex,0066 NEWTON 6,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,,,,Registered Voters,805,,,,,
Sussex,0067 OGDENSBURG BORO 1,,,,Ballots Cast,460,418,38,0,4,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,REP,Bob Hugin,273,252,20,0,1,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,DEM,Robert Menendez,161,145,14,0,2,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,LIB,Murray Sabrin,7,6,1,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,MIS,Kevin Kimple,5,5,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,NDN,Tricia Flanagan,2,1,1,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. House,11,REP,Jay Webber,235,218,17,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. House,11,DEM,Mikie Sherrill,205,184,18,0,3,0
Sussex,0067 OGDENSBURG BORO 1,U.S. House,11,HIC,Robert F. Crook,6,6,0,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. House,11,LIB,Ryan Martinez,7,6,1,0,0,0
Sussex,0067 OGDENSBURG BORO 1,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,,,,Registered Voters,853,,,,,
Sussex,0068 OGDENSBURG BORO 2,,,,Ballots Cast,483,436,44,2,1,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,REP,Bob Hugin,298,275,22,0,1,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,DEM,Robert Menendez,147,128,17,2,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,LIB,Murray Sabrin,8,8,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,MIS,Kevin Kimple,7,6,1,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,FTP,Natalie Lynn Rivera,6,5,1,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0068 OGDENSBURG BORO 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
